0.000000	2.83817024e-016	2.63953131e-027
0.091553	1.66312431e-002	9.06357131e+000
0.183105	1.56354433e-002	8.01069755e+000
0.274658	1.52730760e-002	7.64368815e+000
0.366211	1.40718153e-002	6.48858786e+000
0.457764	1.29305546e-002	5.47878476e+000
0.549316	1.17780902e-002	4.54568868e+000
0.640869	9.98345126e-003	3.26596359e+000
0.732422	8.29414859e-003	2.25420577e+000
0.823975	6.70077252e-003	1.47129475e+000
0.915527	5.24478410e-003	9.01374289e-001
1.007080	3.53761365e-003	4.10082027e-001
1.098633	2.52151315e-003	2.08339879e-001
1.190186	4.86594454e-004	7.75861575e-003
1.281738	5.04332488e-004	8.33458203e-003
1.373291	1.68097810e-003	9.25921239e-002
1.464844	2.34794714e-003	1.80645258e-001
1.556396	2.86810919e-003	2.69551217e-001
1.647949	3.31814937e-003	3.60779455e-001
1.739502	3.47276144e-003	3.95184440e-001
1.831055	3.18840069e-003	3.33116178e-001
1.922607	3.25455109e-003	3.47082025e-001
2.014160	2.88659015e-003	2.73036171e-001
2.105713	2.23993953e-003	1.64407839e-001
2.197266	1.66848126e-003	9.12205326e-002
2.288818	1.27924323e-003	5.36236275e-002
2.380371	5.22108783e-004	8.93247754e-003
2.471924	1.18788556e-004	4.62380107e-004
2.563477	5.37426481e-004	9.46429044e-003
2.655029	1.15858332e-003	4.39849881e-002
2.746582	1.65843493e-003	9.01253179e-002
2.838135	1.78674519e-003	1.04610476e-001
2.929688	1.98302488e-003	1.28856479e-001
3.021240	2.18932192e-003	1.57061300e-001
3.112793	1.87639620e-003	1.15371629e-001
3.204346	1.66801844e-003	9.11699316e-002
3.295898	1.63930820e-003	8.80584750e-002
3.387451	1.63073037e-003	8.71393380e-002
3.479004	7.10945763e-004	1.65623850e-002
3.570557	3.53661357e-004	4.09850201e-003
3.662109	6.80340309e-005	1.51670927e-004
3.753662	2.61002844e-004	2.23223757e-003
3.845215	6.04408792e-004	1.19704777e-002
3.936768	9.49831760e-004	2.95626464e-002
4.028320	1.09745163e-003	3.94657819e-002
4.119873	1.32580513e-003	5.75982552e-002
4.211426	1.48061650e-003	7.18348363e-002
4.302979	1.47553120e-003	7.13422383e-002
4.394531	1.21238199e-003	4.81647030e-002
4.486084	1.14278946e-003	4.27939514e-002
4.577637	1.19396257e-003	4.67123113e-002
4.669189	7.78453584e-004	1.98570797e-002
4.760742	4.51402144e-004	6.67693533e-003
4.852295	1.51151058e-004	7.48638779e-004
4.943848	2.81065454e-004	2.58859957e-003
5.035400	4.24320216e-004	5.89980125e-003
5.126953	5.35603940e-004	9.40020796e-003
5.218506	8.05534828e-004	2.12627082e-002
5.310059	1.10263510e-003	3.98394706e-002
5.401611	1.12173773e-003	4.12318278e-002
5.493164	1.22090108e-003	4.88439629e-002
5.584717	1.20136219e-003	4.72931077e-002
5.676270	9.79070550e-004	3.14107213e-002
5.767822	7.19758261e-004	1.69755264e-002
5.859375	5.65980703e-004	1.04967096e-002
5.950928	5.04593856e-004	8.34322299e-003
6.042480	3.11377455e-004	3.17705158e-003
6.134033	1.84137323e-004	1.11104995e-003
6.225586	1.26490045e-004	5.24279201e-004
6.317139	2.77183944e-004	2.51759620e-003
6.408691	7.29863531e-004	1.74555390e-002
6.500244	4.77927970e-004	7.48470745e-003
6.591797	6.85337740e-004	1.53907304e-002
6.683350	9.22560403e-004	2.78894247e-002
6.774902	8.84869246e-004	2.56571337e-002
6.866455	9.30498671e-004	2.83714446e-002
6.958008	6.20238150e-004	1.26056976e-002
7.049561	5.47910080e-004	9.83713237e-003
7.141113	5.08999227e-004	8.48954043e-003
7.232666	3.76429802e-004	4.64320581e-003
7.324219	3.69998538e-005	4.48590374e-005
7.415771	6.62883065e-005	1.43987166e-004
7.507324	4.07003331e-004	5.42807529e-003
7.598877	3.10483508e-004	3.15883549e-003
7.690430	5.54703578e-004	1.00825845e-002
7.781982	5.18642857e-004	8.81427784e-003
7.873535	7.15515306e-004	1.67759758e-002
7.965088	6.36500419e-004	1.32753910e-002
8.056641	6.76527443e-004	1.49975657e-002
8.148193	7.49071137e-004	1.83863728e-002
8.239746	5.97005086e-004	1.16790091e-002
8.331299	4.27526295e-004	5.98929351e-003
8.422852	3.89331641e-004	4.96694482e-003
8.514404	3.63453463e-004	4.32860101e-003
8.605957	2.69392344e-005	2.37804700e-005
8.697510	2.64488793e-004	2.29226320e-003
8.789063	1.99377326e-004	1.30257120e-003
8.880615	4.71339954e-004	7.27978318e-003
8.972168	6.86517127e-004	1.54437473e-002
9.063721	6.07121690e-004	1.20781782e-002
9.155273	6.19157124e-004	1.25617945e-002
9.246826	6.18738930e-004	1.25448311e-002
9.338379	6.92630875e-004	1.57200394e-002
9.429932	3.80572511e-004	4.74596757e-003
9.521484	3.50649636e-004	4.02899492e-003
9.613037	4.54522591e-004	6.76956688e-003
9.704590	2.56709353e-004	2.15940111e-003
9.796143	1.45583414e-004	6.94502370e-004
9.887695	1.67171235e-004	9.15741795e-004
9.979248	2.82990709e-004	2.62418404e-003
10.070801	4.14329337e-004	5.62524321e-003
10.162354	4.86076138e-004	7.74209577e-003
10.253906	2.44256432e-004	1.95497835e-003
10.345459	5.33227014e-004	9.31695980e-003
10.437012	5.18162809e-004	8.79796868e-003
10.528564	6.77198597e-004	1.50273373e-002
10.620117	4.98515169e-004	8.14341729e-003
10.711670	5.58781858e-004	1.02313874e-002
10.803223	2.64109753e-004	2.28569781e-003
10.894775	4.37915673e-004	6.28392384e-003
10.986328	2.10033254e-004	1.44552650e-003
11.077881	7.76695318e-005	1.97674800e-004
11.169434	2.45732262e-004	1.97867421e-003
11.260986	1.92721805e-004	1.21705903e-003
11.352539	3.90515218e-004	4.99718998e-003
